shape_id,shape_pt_lon,shape_pt_lat,shape_pt_sequence,shape_dist_traveled
DB0088,-122.055866,37.549243,100038,
DB0088,-122.056106,37.549057,100039,
DB0088,-122.056338,37.54888,100040,
DB0088,-122.056586,37.548684,100041,
DB0088,-122.057057,37.548328,100042,
DB0088,-122.059115,37.546761,100043,
DB0088,-122.059634,37.546378,100044,
DB0088,-122.0636741,37.5433247,100045,
DB0088,-122.0638546,37.5431876,100046,
DB0088,-122.064382,37.542787,100047,
DB0088,-122.064641,37.542592,100048,
DB0088,-122.0652872,37.5421115,100049,
DB0088,-122.06618,37.541429,100050,
DB0088,-122.066421,37.541247,100051,
DB0088,-122.066869,37.540907,100052,
DB0088,-122.0672345,37.540651,100053,
DB0088,-122.0673289,37.5405831,100054,
DB0088,-122.0674944,37.5404655,100055,
DB0088,-122.0675767,37.5404012,100056,
DB0088,-122.0676626,37.5403382,100057,
DB0088,-122.068112,37.5399937,100058,
DB0088,-122.068732,37.539513,100059,
DB0088,-122.069639,37.538838,100060,
DB0088,-122.069993,37.538562,100061,
DB0088,-122.070049,37.538519,100062,
DB0088,-122.070323,37.538302,100063,
DB0088,-122.070567,37.538117,100064,
DB0088,-122.070888,37.537871,100065,
DB0088,-122.071237,37.537607,100066,
DB0088,-122.071451,37.537451,100067,
DB0088,-122.071732,37.537261,100068,
DB0088,-122.07203,37.537073,100069,
DB0088,-122.072479,37.536806,100070,
DB0088,-122.072677,37.536692,100071,
DB0088,-122.072847,37.536604,100072,
DB0088,-122.073027,37.536512,100073,
DB0088,-122.073179,37.536433,100074,
DB0088,-122.073477,37.536284,100075,
DB0088,-122.073637,37.536204,100076,
DB0088,-122.0737538,37.5361432,100077,
DB0088,-122.0739885,37.5360211,100078,
DB0088,-122.074056,37.535986,100079,
DB0088,-122.074315,37.535858,100080,
DB0088,-122.074393,37.53582,100081,
DB0088,-122.074723,37.53567,100082,
DB0088,-122.0749121,37.5355984,100083,
DB0088,-122.0750911,37.5355203,100084,
DB0088,-122.0752042,37.5354773,100085,
DB0088,-122.07564,37.535302,100086,
DB0088,-122.075753,37.535257,100087,
DB0088,-122.076364,37.535011,100088,
DB0088,-122.076694,37.534875,100089,
DB0088,-122.076955,37.534771,100090,
DB0088,-122.07743,37.534591,100091,
DB0088,-122.077911,37.534422,100092,
DB0088,-122.078311,37.534287,100093,
DB0088,-122.078393,37.534257,100094,
DB0088,-122.078636,37.534178,100095,
DB0088,-122.078809,37.534132,100096,
DB0088,-122.080053,37.533876,100097,
DB0088,-122.081984,37.533578,100098,
DB0088,-122.08296,37.533428,100099,
DB0088,-122.085867,37.532988,100100,
