block_id,bikes_allowed,route_id,wheelchair_accessible,original_trip_id,direction_id,trip_headsign,shape_id,service_id,trip_id,trip_short_name
a_704,1,17,1,,0,Concord BART Via John Muir Concord,shp-17-51,1_merged_1478081,1083040,
b_16,1,6,1,,1,Lafayette BART Via St Marys College,shp-6-01,5,905070,
b_1000221,1,21,1,,0,San Ramon TC,shp-21-51,2_merged_1478087,654040,
a_13104,1,14,1,487040,0,Walnut Creek BART Via PH  BART,shp-14-51,1_merged_1478081,487040_merged_1478794,
a_5702,1,4,1,,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,4_merged_1478084,141020,
a_1104,1,28,1,1431040,1,Martinez AMTRAK Via VA Clinic,shp-28-51,1_merged_1478081,1431040_merged_1478141,
a_13302,1,21,1,,0,San Ramon TC,shp-21-51,4_merged_1478084,84020,
b_19,1,9,1,,0,WC  BART Via PH  BART,shp-9-51,4_merged_1478088,427080,
a_1201,1,310,1,,0,Concord BART,shp-310-51,2_merged_1478083,558010,
b_19,1,9,1,,0,WC  BART Via PH  BART,shp-9-51,3_merged_1478086,555020,
a_7201,1,316,1,,0,PH  BART Via Martinez AMTRAK,shp-316-51,2_merged_1478083,605010,
a_4402,1,14,1,1452020,1,Concord BART Via PH  BART,shp-14-01,4_merged_1478084,1452020_merged_1478106,
b_36,1,6,1,997020,1,Lafayette BART Via St Marys College,shp-6-01,3_merged_1478086,997020_merged_1479743,
b_316,1,16,1,329020,0,Concord BART Via Downtown PH,shp-16-51,3_merged_1478086,329020_merged_1479925,
b_635,1,35,1,385020,1,San Ramon  Via Bollinger Canyon,shp-35-02,3_merged_1478086,385020_merged_1480134,
a_10401,1,316,1,,0,PH  BART Via Martinez AMTRAK,shp-316-51,2_merged_1478083,68010,
a_17602,1,10,1,201020,0,Concord BART,shp-10-53,4_merged_1478084,201020_merged_1478921,
b_100015,1,5,1,,1,Walnut Creek BART,shp-5-01,4_merged_1478088,41080,
a_1902,1,5,1,1469020,1,Walnut Creek BART,shp-5-01,4_merged_1478084,1469020_merged_1478814,
a_13501,1,311,1,,0,WC  BART Via PH  BART,shp-311-51,2_merged_1478083,1418010,
a_5201,1,320,1,1268010,1,Concord BART Via Diamond Blvd,shp-320-01,2_merged_1478083,1268010_merged_1478422,
b_1010,1,10,1,1411040,1,Washington Blvd /Clayton rd,shp-10-03,2_merged_1478087,1411040_merged_1479748,
b_216,1,16,1,260040,0,Concord BART Via Downtown PH,shp-16-51,2_merged_1478087,260040_merged_1480368,
b_2000198,1,98X,1,153020,1,Martinez AMTRAK,shp-98X-01,3_merged_1478086,153020_merged_1480420,
a_7502,1,6,1,839020,1,Lafayette BART Via St Marys College,shp-6-01,4_merged_1478084,839020_merged_1478815,
a_1501,1,316,1,1024010,0,PH  BART Via Martinez AMTRAK,shp-316-51,2_merged_1478083,1024010_merged_1478764,
b_1602,1,602,1,275040,1,WCI,shp-602-02,2_merged_1478087,275040_merged_1479852,
a_2502,1,611,1,458020,1,Meadow Ln,shp-611-01,4_merged_1478084,458020_merged_1478128,
b_535,1,35,1,419040,0,Dublin BART Via Bollinger Canyon,shp-35-52,2_merged_1478087,419040_merged_1480007,
b_16,1,6,1,,1,Lafayette BART Via St Marys College,shp-6-01,5,108070,
a_304,1,11,1,813040,0,PH  BART,shp-11-51,1_merged_1478081,813040_merged_1478286,
b_10002321,1,335,1,662010,1,To San Ramon Via Bollinger Canyon,shp-335-01,1_merged_1478085,662010_merged_1479574,
b_210,1,10,1,347020,0,Concord BART,shp-10-53,3_merged_1478086,347020_merged_1479404,
b_100016,1,6,1,482020,1,Lafayette BART Via St Marys College,shp-6-01,3_merged_1478086,482020_merged_1479421,
b_100016,1,6,1,,0,Orinda BART  Via St Marys College,shp-6-51,4_merged_1478088,186080,
a_10501,1,335,1,1073010,0,To Dublin BART Via Bollinger Canyon,shp-335-51,2_merged_1478083,1073010_merged_1478756,
b_100029,1,9,1,630020,0,WC  BART Via PH  BART,shp-9-51,3_merged_1478086,630020_merged_1480002,
b_196,1,95X,1,,0,Walnut Creek BART Via San Ramon/Danville Park & Ride,shp-95X-02,4_merged_1478088,369080,
b_119,1,19,1,,0,Concord BART,shp-19-51,2_merged_1478087,1420040,
a_104,1,1,1,1029040,1,Shadelands Via Walnut Creek BART,shp-1-01,1_merged_1478081,1029040_merged_1478786,
b_1000221,1,21,1,574040,1,Walnut Creek BART,shp-21-01,2_merged_1478087,574040_merged_1480399,
b_100019,1,9,1,,0,WC  BART Via PH  BART,shp-9-51,4_merged_1478088,83080,
b_118,1,18,1,467020,1,AMTRAK/Martinez,shp-18-01,3_merged_1478086,467020_merged_1479459,
b_1000121,1,21,1,,1,Walnut Creek BART,shp-21-01,2_merged_1478087,945040,
b_310,1,20,1,368020,1,Concord BART,shp-20-01,3_merged_1478086,368020_merged_1479823,
b_100015,1,5,1,,1,Walnut Creek BART,shp-5-01,2_merged_1478087,238040,
a_2007,1,6,1,522070,0,Orinda BART  Via St Marys College,shp-6-51,3_merged_1478082,522070_merged_1478670,
a_4002,1,20,1,1121020,0,DVC,shp-20-51,4_merged_1478084,1121020_merged_1478295,
a_15802,1,11,1,90020,0,PH  BART,shp-11-51,4_merged_1478084,90020_merged_1479214,
b_1612,1,612,1,,1,Pine Hollow,shp-612-01,2_merged_1478087,503040,
a_13002,1,11,1,12020,0,PH  BART,shp-11-51,4_merged_1478084,12020_merged_1478383,
a_1601,1,335,1,,0,To Dublin BART Via Bollinger Canyon,shp-335-51,2_merged_1478083,1144010,
