shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
1010465,37.857089,-122.498099,30208
1010465,37.857030,-122.497949,30209
1010465,37.856976,-122.497802,30210
1010465,37.856922,-122.497627,30211
1010465,37.856879,-122.497483,30212
1010465,37.856837,-122.497314,30213
1010465,37.856793,-122.497110,30214
1010465,37.856701,-122.496646,30215
1010465,37.856653,-122.496429,30216
1010465,37.856619,-122.496266,30217
1010465,37.856579,-122.496087,30218
1010465,37.856541,-122.495911,30219
1010465,37.856516,-122.495799,30220
1010465,37.856480,-122.495664,30221
1010465,37.856445,-122.495539,30222
1010465,37.856406,-122.495416,30223
1010465,37.856365,-122.495310,30224
1010465,37.856331,-122.495222,30225
1010465,37.856277,-122.495100,30226
1010465,37.856202,-122.494951,30227
1010465,37.856117,-122.494801,30228
1010465,37.856037,-122.494674,30229
1010465,37.855958,-122.494561,30230
1010465,37.855894,-122.494470,30231
1010465,37.855848,-122.494408,30232
1010465,37.855804,-122.494355,30233
1010465,37.855757,-122.494299,30234
1010465,37.855722,-122.494261,30235
1010465,37.855680,-122.494215,30236
1010465,37.855628,-122.494163,30237
1010465,37.855579,-122.494116,30238
1010465,37.855532,-122.494076,30239
1010465,37.855517,-122.494064,30240
1010465,37.855461,-122.494016,30241
1010465,37.855379,-122.493951,30242
1010465,37.855297,-122.493890,30243
1010465,37.855227,-122.493843,30244
1010465,37.855173,-122.493810,30245
1010465,37.855070,-122.493757,30246
1010465,37.854609,-122.493536,30247
1010465,37.854509,-122.493598,30248
1010465,37.854402,-122.493570,30249
1010465,37.854286,-122.493531,30250
1010465,37.854093,-122.493472,30251
1010465,37.853862,-122.493405,30252
1010465,37.853688,-122.493355,30253
1010465,37.853664,-122.493352,30254
1010465,37.853571,-122.493311,30255
1010465,37.853543,-122.493294,30256
1010465,37.853460,-122.493238,30257
1010465,37.853315,-122.493102,30258
1010465,37.853315,-122.493102,40001
1010465,37.853183,-122.492977,40002
1010465,37.853117,-122.492909,40003
1010465,37.852882,-122.492692,40004
1010465,37.852816,-122.492613,40005
1010465,37.852740,-122.492466,40006
1010465,37.852686,-122.492415,40007
1010465,37.852580,-122.492293,40008
1010465,37.852480,-122.492167,40009
1010465,37.852468,-122.492151,40010
1010465,37.852389,-122.492045,40011
1010465,37.852309,-122.491926,40012
1010465,37.852204,-122.491771,40013
1010465,37.851930,-122.491351,40014
1010465,37.851670,-122.490954,40015
1010465,37.851558,-122.490803,40016
1010465,37.851463,-122.490682,40017
1010465,37.851389,-122.490605,40018
1010465,37.851295,-122.490536,40019
1010465,37.851214,-122.490462,40020
1010465,37.851017,-122.490301,40021
1010465,37.850947,-122.490245,40022
1010465,37.850866,-122.490184,40023
1010465,37.850741,-122.490106,40024
1010465,37.850617,-122.490032,40025
1010465,37.850498,-122.489976,40026
1010465,37.850370,-122.489935,40027
1010465,37.850328,-122.489920,40028
1010465,37.850223,-122.489883,40029
1010465,37.850070,-122.489845,40030
1010465,37.849748,-122.489780,40031
1010465,37.849564,-122.489737,40032
1010465,37.849473,-122.489713,40033
1010465,37.849400,-122.489691,40034
1010465,37.849294,-122.489654,40035
1010465,37.849210,-122.489614,40036
1010465,37.849201,-122.489611,40037
1010465,37.849098,-122.489571,40038
1010465,37.849050,-122.489549,40039
1010465,37.848971,-122.489512,40040
1010465,37.848894,-122.489469,40041
1010465,37.848820,-122.489423,40042
1010465,37.848719,-122.489351,40043
1010465,37.848615,-122.489270,40044
1010465,37.848541,-122.489208,40045
1010465,37.848464,-122.489147,40046
1010465,37.848367,-122.489046,40047
1010465,37.848316,-122.488989,40048
1010465,37.848272,-122.488938,40049
1010465,37.848248,-122.488909,40050
1010465,37.848147,-122.488793,40051
1010465,37.847984,-122.488570,40052
1010465,37.847710,-122.488144,40053
1010465,37.847522,-122.487867,40054
1010465,37.847407,-122.487690,40055
1010465,37.847331,-122.487583,40056
1010465,37.847257,-122.487476,40057
1010465,37.847196,-122.487393,40058
1010465,37.847115,-122.487288,40059
1010465,37.847016,-122.487189,40060
1010465,37.846914,-122.487092,40061
1010465,37.846810,-122.487015,40062
1010465,37.846656,-122.486905,40063
1010465,37.846520,-122.486829,40064
1010465,37.846321,-122.486741,40065
1010465,37.846063,-122.486644,40066
1010465,37.845876,-122.486599,40067
1010465,37.845343,-122.486432,40068
1010465,37.844759,-122.486282,40069
1010465,37.843912,-122.486089,40070
1010465,37.843420,-122.485974,40071
1010465,37.843282,-122.485947,40072
1010465,37.843126,-122.485917,40073
1010465,37.842935,-122.485864,40074
1010465,37.842783,-122.485837,40075
