id,vehicle_trip_tripId,vehicle_trip_routeId,vehicle_trip_directionId,vehicle_vehicle_id,vehicle_vehicle_label,vehicle_position_latitude,vehicle_position_longitude,vehicle_position_bearing,vehicle_position_odometer,vehicle_position_speed,vehicle_currentStopSequence,vehicle_currentStatus,vehicle_stopId,vehicle_timestamp,header_timestamp
RTVP:T:22787885,22787885,27,1.0,5256,Lower Buckeye+27th Av,33.434357,-112.11726,179.0,112635.0,15.6464,79.0,INCOMING_AT,8059,2025-10-04 00:21:34,2025-10-04 00:21:46
RTVP:T:22787891,22787891,27,1.0,5239,Lower Buckeye+27th Av,33.667023,-112.11737,211.0,6054.0,13.4112,5.0,IN_TRANSIT_TO,8560,2025-10-04 00:21:39,2025-10-04 00:21:46
RTVP:T:22787883,22787883,27,1.0,5138,Lower Buckeye+27th Av,33.479946,-112.11715,180.0,95712.0,9.38784,69.0,IN_TRANSIT_TO,3833,2025-10-04 00:20:26,2025-10-04 00:21:46
RTVP:T:22787805,22787805,27,0.0,5255,Bell Rd+29th Ave,33.466324,-112.11699,16.0,27043.0,0.0,20.0,INCOMING_AT,2119,2025-10-04 00:21:41,2025-10-04 00:21:46
RTVP:T:22787799,22787799,27,0.0,5687,Bell Rd+29th Ave,33.553993,-112.11692,337.0,59497.0,5.81152,44.0,INCOMING_AT,2127,2025-10-04 00:21:16,2025-10-04 00:21:46
RTVP:T:22787810,22787810,27,0.0,5703,Bell Rd+29th Ave,33.620144,-112.12482,0.0,91935.0,6.7056,70.0,INCOMING_AT,1226,2025-10-04 00:21:20,2025-10-04 00:21:46
RTVP:T:22786612,22786612,28,1.0,5201,99th Av+Lower Bckeye,33.420967,-112.271645,92.0,52312.0,0.0,1.0,INCOMING_AT,20085,2025-10-04 00:21:13,2025-10-04 00:21:46
RTVP:T:22786650,22786650,28,0.0,5121,22nd Av+Lower Bckeye,33.422817,-112.22059,69.0,15871.0,0.0,14.0,INCOMING_AT,7989,2025-10-04 00:21:32,2025-10-04 00:21:46
RTVP:T:22803485,22803485,29,1.0,5602,51st Ave+Thomas Rd,33.48031,-112.06549,292.0,24068.0,0.0,23.0,IN_TRANSIT_TO,7020,2025-10-04 00:19:35,2025-10-04 00:21:46
RTVP:T:22803480,22803480,29,1.0,5339,51st Ave+Thomas Rd,33.480488,-112.12638,252.0,42888.0,8.9408,38.0,INCOMING_AT,7000,2025-10-04 00:21:27,2025-10-04 00:21:46
RTVP:T:22803481,22803481,29,1.0,5032,51st Ave+Thomas Rd,33.48059,-112.16978,271.0,56270.0,0.0,,,,2025-10-04 00:21:42,2025-10-04 00:21:46
RTVP:T:22803762,22803762,29,0.0,8126,Pima Park,33.479877,-112.22882,100.0,9337.0,7.59968,8.0,INCOMING_AT,9580,2025-10-04 00:21:18,2025-10-04 00:21:46
RTVP:T:22803760,22803760,29,0.0,8115,Pima Park,33.480396,-112.12947,95.0,40041.0,0.0,33.0,INCOMING_AT,1676,2025-10-04 00:21:34,2025-10-04 00:21:46
RTVP:T:22803761,22803761,29,0.0,8138,Pima Park,33.480263,-112.03674,72.0,68715.0,6.7056,56.0,INCOMING_AT,747,2025-10-04 00:21:42,2025-10-04 00:21:46
RTVP:T:22803757,22803757,29,0.0,5609,Pima Park,33.480587,-111.89462,270.0,112780.0,0.0,1.0,INCOMING_AT,8991,2025-10-04 00:21:20,2025-10-04 00:21:46
RTVP:T:22803283,22803283,29,0.0,5624,44th St+Thomas Rd,33.480507,-112.1802,75.0,14973.0,10.72896,13.0,INCOMING_AT,1688,2025-10-04 00:21:26,2025-10-04 00:21:46
RTVP:T:22803290,22803290,29,0.0,5622,Pima Park,33.4801,-112.07286,116.0,48126.0,0.0,39.0,STOPPED_AT,769,2025-10-04 00:21:23,2025-10-04 00:21:46
RTVP:T:22803296,22803296,29,0.0,8105,Pima Park,33.480164,-111.98272,90.0,75995.0,0.0,62.0,INCOMING_AT,760,2025-10-04 00:21:30,2025-10-04 00:21:46
RTVP:T:22803301,22803301,29,0.0,5645,Pima Park,33.480556,-111.894875,266.0,103030.0,0.0,81.0,INCOMING_AT,8991,2025-10-04 00:21:22,2025-10-04 00:21:46
RTVP:T:22803592,22803592,29,1.0,8123,93rd Ave+Thomas,33.480392,-111.987656,251.0,29014.0,0.0,21.0,INCOMING_AT,5990,2025-10-04 00:21:21,2025-10-04 00:21:46
RTVP:T:22803598,22803598,29,1.0,5196,93rd Ave+Thomas,33.480255,-112.065254,286.0,53124.0,4.02336,40.0,INCOMING_AT,5998,2025-10-04 00:21:21,2025-10-04 00:21:46
RTVP:T:22803597,22803597,29,1.0,8122,93rd Ave+Thomas,33.480545,-112.14781,249.0,78761.0,0.0,62.0,INCOMING_AT,7002,2025-10-04 00:21:32,2025-10-04 00:21:46
RTVP:T:22803599,22803599,29,1.0,5617,93rd Ave+Thomas,33.47953,-112.22917,0.0,106015.0,0.0,81.0,INCOMING_AT,7019,2025-10-04 00:21:41,2025-10-04 00:21:46
RTVP:T:22803580,22803580,29,0.0,5716,44th St+Thomas Rd,33.48049,-112.09265,90.0,23374.0,13.4112,20.0,INCOMING_AT,1671,2025-10-04 00:21:19,2025-10-04 00:21:46
RTVP:T:22803585,22803585,29,0.0,5600,44th St+Thomas Rd,33.480137,-112.05899,108.0,33791.0,11.62304,28.0,INCOMING_AT,770,2025-10-04 00:21:38,2025-10-04 00:21:46
RTVP:T:22803583,22803583,29,0.0,8132,44th St+Thomas Rd,33.480377,-111.99877,71.0,52398.0,6.7056,44.0,INCOMING_AT,757,2025-10-04 00:21:21,2025-10-04 00:21:46
RTVP:T:22803595,22803595,29,1.0,5628,Desert Sky TC,33.48031,-111.924225,270.0,9296.0,10.72896,7.0,INCOMING_AT,6003,2025-10-04 00:21:20,2025-10-04 00:21:46
RTVP:T:22803596,22803596,29,1.0,5347,Desert Sky TC,33.48053,-112.017654,252.0,38313.0,0.0,29.0,INCOMING_AT,5983,2025-10-04 00:21:30,2025-10-04 00:21:46
RTVP:T:22803600,22803600,29,1.0,5273,Desert Sky TC,33.480568,-112.11197,267.0,67646.0,0.0,53.0,INCOMING_AT,7031,2025-10-04 00:21:13,2025-10-04 00:21:46
RTVP:T:22803601,22803601,29,1.0,5715,Desert Sky TC,33.480347,-112.20244,269.0,95718.0,5.81152,75.0,INCOMING_AT,7012,2025-10-04 00:21:22,2025-10-04 00:21:46
RTVP:T:22563398,22563398,30,0.0,6750,Power Rd+University,33.421795,-111.947624,112.0,39639.0,0.0,,,,2025-10-04 00:19:04,2025-10-04 00:21:46
RTVP:T:22563401,22563401,30,0.0,6774,Power Rd+University,33.41572,-111.87029,0.0,72608.0,0.0,50.0,STOPPED_AT,30452,2025-10-04 00:17:41,2025-10-04 00:21:46
RTVP:T:22563400,22563400,30,0.0,6779,Power Rd+University,33.422695,-111.76344,90.0,103974.0,13.4112,80.0,IN_TRANSIT_TO,816,2025-10-04 00:21:22,2025-10-04 00:21:46
RTVP:T:22563399,22563399,30,0.0,6802,Power Rd+University,33.422752,-111.68356,270.0,136126.0,0.0,1.0,INCOMING_AT,9488,2025-10-04 00:21:32,2025-10-04 00:21:46
RTVP:T:22562364,22562364,30,0.0,2412,Power Rd+University,33.3794,-112.0294,359.0,0.0,0.0,2.0,INCOMING_AT,8063,2025-10-04 00:21:34,2025-10-04 00:21:46
RTVP:T:22563776,22563776,30,1.0,6781,24th St/Baseline PNR,33.422634,-111.78433,269.0,46412.0,13.4112,31.0,IN_TRANSIT_TO,6059,2025-10-04 00:21:38,2025-10-04 00:21:46
RTVP:T:22563774,22563774,30,1.0,6857,24th St/Baseline PNR,33.412846,-111.87003,0.0,79370.0,10.28192,53.0,IN_TRANSIT_TO,8758,2025-10-04 00:21:39,2025-10-04 00:21:46
RTVP:T:22563773,22563773,30,1.0,2409,24th St/Baseline PNR,33.422066,-111.93107,286.0,102878.0,3.57632,68.0,INCOMING_AT,6099,2025-10-04 00:21:30,2025-10-04 00:21:46
RTVP:T:22563771,22563771,30,1.0,6849,24th St/Baseline PNR,33.379562,-112.02959,93.0,148512.0,0.0,,,,2025-10-04 00:21:34,2025-10-04 00:21:46
RTVP:T:22786896,22786896,32,0.0,8143,Camelback+28th St,33.403652,-111.995415,0.0,9226.0,8.49376,8.0,INCOMING_AT,20027,2025-10-04 00:21:37,2025-10-04 00:21:46
RTVP:T:22786891,22786891,32,0.0,5245,Camelback+28th St,33.50936,-112.02166,188.0,64171.0,3.12928,2.0,INCOMING_AT,3887,2025-10-04 00:21:36,2025-10-04 00:21:46
RTVP:T:22786892,22786892,32,0.0,8150,Camelback+28th St,33.509087,-112.02173,182.0,64259.0,0.0,1.0,STOPPED_AT,3878,2025-10-04 00:21:31,2025-10-04 00:21:46
RTVP:T:22787543,22787543,35,0.0,5223,Thelda Williams TC,33.53902,-112.13416,42.0,42967.0,0.0,33.0,INCOMING_AT,2239,2025-10-04 00:21:40,2025-10-04 00:21:46
RTVP:T:22787539,22787539,35,0.0,5230,Thelda Williams TC,33.57503,-112.1192,359.0,64950.0,0.44704,1.0,STOPPED_AT,6676,2025-10-04 00:21:24,2025-10-04 00:21:46
RTVP:T:22787606,22787606,35,1.0,5303,Lower Buckeye+35th Av,33.518093,-112.13424,179.0,30284.0,8.04672,27.0,IN_TRANSIT_TO,3959,2025-10-04 00:20:48,2025-10-04 00:21:46
RTVP:T:22787542,22787542,35,0.0,5254,Happy Valley+23rd Av,33.377693,-112.118866,270.0,2631.0,15.6464,3.0,INCOMING_AT,7763,2025-10-04 00:21:41,2025-10-04 00:21:46
RTVP:T:22787540,22787540,35,0.0,5316,Happy Valley+23rd Av,33.44568,-112.13448,359.0,32489.0,16.09344,22.0,INCOMING_AT,2265,2025-10-04 00:21:39,2025-10-04 00:21:46
RTVP:T:22787541,22787541,35,0.0,8120,Happy Valley+23rd Av,33.57588,-112.12472,90.0,84914.0,8.04672,61.0,INCOMING_AT,3600,2025-10-04 00:21:27,2025-10-04 00:21:46
RTVP:T:22787537,22787537,35,0.0,5297,Happy Valley+23rd Av,33.71217,-112.108925,193.0,155598.0,0.0,1.0,INCOMING_AT,20126,2025-10-04 00:21:37,2025-10-04 00:21:46
RTVP:T:22787608,22787608,35,1.0,5252,27th Ave+Baseline,33.713055,-112.10959,270.0,22.0,0.0,1.0,STOPPED_AT,8154,2025-10-04 00:21:12,2025-10-04 00:21:46
RTVP:T:22787610,22787610,35,1.0,8152,27th Ave+Baseline,33.601738,-112.13393,180.0,48527.0,13.85824,33.0,INCOMING_AT,3960,2025-10-04 00:21:41,2025-10-04 00:21:46
RTVP:T:22787607,22787607,35,1.0,5670,27th Ave+Baseline,33.578114,-112.13377,270.0,73297.0,0.0,53.0,INCOMING_AT,7928,2025-10-04 00:21:22,2025-10-04 00:21:46
RTVP:T:22787605,22787605,35,1.0,5665,27th Ave+Baseline,33.49623,-112.13436,163.0,103764.0,0.0,77.0,INCOMING_AT,3958,2025-10-04 00:21:24,2025-10-04 00:21:46
RTVP:T:22787603,22787603,35,1.0,5320,27th Ave+Baseline,33.42552,-112.134544,179.0,129908.0,14.75232,96.0,INCOMING_AT,4910,2025-10-04 00:21:18,2025-10-04 00:21:46
RTVP:T:22787536,22787536,35,0.0,5701,Happy Valley+23rd Av,33.61097,-112.133804,0.0,110015.0,6.7056,81.0,INCOMING_AT,2260,2025-10-04 00:21:23,2025-10-04 00:21:46
RTVP:T:22786574,22786574,39,1.0,5279,Dreamy Draw PNR,33.65515,-112.00038,89.0,4970.0,0.0,4.0,INCOMING_AT,4044,2025-10-04 00:21:28,2025-10-04 00:21:46
RTVP:T:22786546,22786546,39,0.0,5291,Union Hills/PVCC,33.605022,-111.99586,338.0,13447.0,13.4112,10.0,INCOMING_AT,9392,2025-10-04 00:21:32,2025-10-04 00:21:46
RTVP:T:22563547,22563547,40,1.0,6800,Gilbert+Main St TC,33.387665,-111.68926,0.0,1.0,0.0,2.0,IN_TRANSIT_TO,3479,2025-10-04 00:20:40,2025-10-04 00:21:46
RTVP:T:22563541,22563541,40,1.0,6762,Sycamore/Main St TC,33.415733,-111.702545,292.0,16734.0,4.91744,11.0,IN_TRANSIT_TO,8972,2025-10-04 00:20:02,2025-10-04 00:21:46
RTVP:T:22563537,22563537,40,1.0,6777,Sycamore/Main St TC,33.415207,-111.823265,247.0,49535.0,4.02336,35.0,IN_TRANSIT_TO,6779,2025-10-04 00:19:32,2025-10-04 00:21:46
RTVP:T:22562860,22562860,40,0.0,6804,Superstition Sprgs TC,33.415627,-111.712555,90.0,18341.0,13.4112,21.0,IN_TRANSIT_TO,8752,2025-10-04 00:19:37,2025-10-04 00:21:46
RTVP:T:22563642,22563642,40,0.0,6894,Superstition Sprgs TC,33.415127,-111.869995,180.0,576.0,0.0,2.0,INCOMING_AT,1472,2025-10-04 00:21:32,2025-10-04 00:21:46
RTVP:T:22563641,22563641,40,0.0,6789,Superstition Sprgs TC,33.41523,-111.78781,90.0,25947.0,0.0,21.0,IN_TRANSIT_TO,8743,2025-10-04 00:18:18,2025-10-04 00:21:46
RTVP:T:22563640,22563640,40,0.0,6809,Superstition Sprgs TC,33.38767,-111.689095,99.0,70752.0,0.0,1.0,INCOMING_AT,30460,2025-10-04 00:21:19,2025-10-04 00:21:46
RTVP:T:22804046,22804046,41,0.0,5353,Granite Reef+Indn Sc,33.49495,-112.12909,89.0,33230.0,7.59968,25.0,IN_TRANSIT_TO,1408,2025-10-04 00:21:41,2025-10-04 00:21:46
RTVP:T:22804090,22804090,41,0.0,5629,Granite Reef+Indn Sc,33.494717,-112.03425,67.0,58403.0,9.38784,48.0,IN_TRANSIT_TO,403,2025-10-04 00:21:41,2025-10-04 00:21:46
RTVP:T:22804067,22804067,41,0.0,5346,32nd St+Indian School,33.4949,-112.18592,68.0,0.0,2.68224,,,,2025-10-04 00:21:40,2025-10-04 00:21:46
RTVP:T:22804060,22804060,41,0.0,5610,32nd St+Indian School,33.494793,-112.1165,67.0,21367.0,4.02336,20.0,IN_TRANSIT_TO,1404,2025-10-04 00:17:53,2025-10-04 00:21:46
RTVP:T:22804069,22804069,41,0.0,8106,32nd St+Indian School,33.494804,-112.07445,90.0,31489.0,1.34112,30.0,IN_TRANSIT_TO,399,2025-10-04 00:18:59,2025-10-04 00:21:46
RTVP:T:22804062,22804062,41,0.0,5712,32nd St+Indian School,33.50017,-111.98695,180.0,53324.0,13.4112,,,,2025-10-04 00:21:23,2025-10-04 00:21:46
RTVP:T:22804132,22804132,41,0.0,5718,Granite Reef+Indn Sc,33.494183,-112.25418,70.0,10904.0,8.04672,5.0,INCOMING_AT,7866,2025-10-04 00:21:25,2025-10-04 00:21:46
RTVP:T:22804135,22804135,41,0.0,5608,Granite Reef+Indn Sc,33.495,-112.0953,90.0,60051.0,13.85824,40.0,INCOMING_AT,1431,2025-10-04 00:21:39,2025-10-04 00:21:46
RTVP:T:22804139,22804139,41,0.0,5709,Granite Reef+Indn Sc,33.4949,-111.92549,111.0,113777.0,8.9408,79.0,IN_TRANSIT_TO,425,2025-10-04 00:21:38,2025-10-04 00:21:46
RTVP:T:22804017,22804017,41,1.0,5713,107th Av+Indian Schl,33.495335,-112.01368,299.0,36103.0,0.0,24.0,INCOMING_AT,7622,2025-10-04 00:21:21,2025-10-04 00:21:46
RTVP:T:22804015,22804015,41,1.0,5331,107th Av+Indian Schl,33.49498,-112.12208,250.0,69796.0,5.36448,52.0,INCOMING_AT,6723,2025-10-04 00:21:34,2025-10-04 00:21:46
RTVP:T:22804016,22804016,41,1.0,5714,107th Av+Indian Schl,33.494118,-112.26046,268.0,112653.0,11.62304,82.0,IN_TRANSIT_TO,7863,2025-10-04 00:21:26,2025-10-04 00:21:46
RTVP:T:22804089,22804089,41,1.0,5037,59th Av+Indian School,33.49471,-112.064735,270.0,15829.0,0.0,14.0,INCOMING_AT,6746,2025-10-04 00:21:39,2025-10-04 00:21:46
RTVP:T:22804093,22804093,41,1.0,8130,59th Av+Indian School,33.49502,-112.09976,270.0,26730.0,0.89408,24.0,INCOMING_AT,6717,2025-10-04 00:21:32,2025-10-04 00:21:46
RTVP:T:22804094,22804094,41,1.0,8110,59th Av+Indian School,33.49506,-112.15244,242.0,43094.0,0.0,35.0,STOPPED_AT,6727,2025-10-04 00:21:35,2025-10-04 00:21:46
RTVP:T:22804014,22804014,41,1.0,5340,83rd Av+Indian School,33.49497,-111.92667,270.0,8003.0,5.36448,8.0,INCOMING_AT,5700,2025-10-04 00:21:26,2025-10-04 00:21:46
RTVP:T:22804019,22804019,41,1.0,5352,83rd Av+Indian School,33.495026,-112.1825,270.0,88476.0,7.59968,64.0,INCOMING_AT,6733,2025-10-04 00:21:36,2025-10-04 00:21:46
RTVP:T:22804020,22804020,41,1.0,5052,83rd Av+Indian School,33.4942,-112.23659,90.0,105267.0,0.0,1.0,INCOMING_AT,1429,2025-10-04 00:21:24,2025-10-04 00:21:46
RTVP:T:22803286,22803286,43,0.0,5174,Union Hills+43rd Ave,33.520157,-112.15152,0.0,35988.0,11.62304,27.0,INCOMING_AT,2359,2025-10-04 00:21:40,2025-10-04 00:21:46
RTVP:T:22803285,22803285,43,0.0,5185,Union Hills+43rd Ave,33.596867,-112.15114,45.0,64488.0,0.0,50.0,INCOMING_AT,2345,2025-10-04 00:21:34,2025-10-04 00:21:46
RTVP:T:22803375,22803375,43,1.0,5270,Lower Buckeye+43rd Av,33.63596,-112.1515,186.0,6698.0,15.19936,6.0,INCOMING_AT,4087,2025-10-04 00:21:37,2025-10-04 00:21:46
RTVP:T:22803373,22803373,43,1.0,5605,Lower Buckeye+43rd Av,33.524548,-112.151505,179.0,48107.0,4.91744,40.0,INCOMING_AT,4051,2025-10-04 00:21:36,2025-10-04 00:21:46
RTVP:T:22785936,22785936,44,0.0,5668,Desert Ridge,33.466034,-111.98699,11.0,9395.0,0.0,7.0,INCOMING_AT,2381,2025-10-04 00:21:26,2025-10-04 00:21:46
RTVP:T:22785928,22785928,44,0.0,5663,Desert Ridge,33.583984,-111.977905,0.0,55929.0,13.4112,33.0,INCOMING_AT,3119,2025-10-04 00:21:34,2025-10-04 00:21:46
RTVP:T:22785922,22785922,44,0.0,5171,Desert Ridge,33.67874,-111.968575,24.0,97042.0,12.07008,1.0,IN_TRANSIT_TO,7785,2025-10-04 00:21:35,2025-10-04 00:21:46
RTVP:T:22785925,22785925,44,1.0,5142,Sky Train 44th St,33.66686,-111.97748,180.0,9979.0,15.6464,6.0,IN_TRANSIT_TO,4830,2025-10-04 00:21:34,2025-10-04 00:21:46
RTVP:T:22785917,22785917,44,1.0,5268,Sky Train 44th St,33.58177,-111.97809,153.0,44312.0,0.0,29.0,IN_TRANSIT_TO,4814,2025-10-04 00:19:37,2025-10-04 00:21:46
RTVP:T:22785909,22785909,44,1.0,5292,Sky Train 44th St,33.447933,-111.98727,190.0,96668.0,8.04672,57.0,INCOMING_AT,9295,2025-10-04 00:21:29,2025-10-04 00:21:46
RTVP:T:22562470,22562470,45,0.0,8530,Price+Broadway,33.407265,-111.99564,88.0,31807.0,0.0,25.0,INCOMING_AT,144,2025-10-04 00:21:22,2025-10-04 00:21:46
RTVP:T:22562469,22562469,45,0.0,6818,Price+Broadway,33.411415,-111.89055,356.0,65202.0,6.7056,1.0,INCOMING_AT,5470,2025-10-04 00:21:26,2025-10-04 00:21:46
RTVP:T:22562499,22562499,45,1.0,6704,19th Ave+Broadway,33.40747,-111.962006,271.0,21543.0,5.81152,20.0,INCOMING_AT,6386,2025-10-04 00:21:36,2025-10-04 00:21:46
RTVP:T:22562498,22562498,45,1.0,6807,19th Ave+Broadway,33.40687,-112.0751,0.0,56996.0,0.0,46.0,IN_TRANSIT_TO,7565,2025-10-04 00:20:35,2025-10-04 00:21:46
RTVP:T:22562497,22562497,45,1.0,6812,19th Ave+Broadway,33.39289,-112.09907,0.0,64650.0,0.0,,,,2025-10-04 00:21:25,2025-10-04 00:21:46
RTVP:T:22563546,22563546,45,1.0,2402,19th Ave+Broadway,33.408676,-111.68456,0.0,8741.0,11.62304,5.0,IN_TRANSIT_TO,84,2025-10-04 00:21:28,2025-10-04 00:21:46
RTVP:T:22563535,22563535,45,1.0,6770,19th Ave+Broadway,33.415028,-111.79052,359.0,47644.0,0.0,30.0,INCOMING_AT,5095,2025-10-04 00:21:34,2025-10-04 00:21:46
RTVP:T:22563532,22563532,45,1.0,2408,19th Ave+Broadway,33.407513,-111.90714,270.0,88429.0,11.62304,60.0,INCOMING_AT,5466,2025-10-04 00:21:20,2025-10-04 00:21:46
RTVP:T:22563526,22563526,45,1.0,6698,19th Ave+Broadway,33.406998,-112.03043,250.0,126998.0,0.0,91.0,INCOMING_AT,5428,2025-10-04 00:21:21,2025-10-04 00:21:46
RTVP:T:22563520,22563520,45,1.0,6684,19th Ave+Broadway,33.406353,-112.09958,180.0,148474.0,0.0,,,,2025-10-04 00:21:36,2025-10-04 00:21:46
RTVP:T:22562471,22562471,45,0.0,8528,Superstition Springs,33.406708,-112.075485,89.0,7130.0,11.62304,6.0,IN_TRANSIT_TO,156,2025-10-04 00:21:39,2025-10-04 00:21:46
RTVP:T:22562477,22562477,45,0.0,6711,Superstition Springs,33.40737,-111.94688,89.0,47413.0,8.49376,37.0,INCOMING_AT,1086,2025-10-04 00:21:25,2025-10-04 00:21:46
RTVP:T:22562468,22562468,45,0.0,6753,Superstition Springs,33.407738,-111.83374,79.0,82495.0,0.0,66.0,INCOMING_AT,155,2025-10-04 00:21:37,2025-10-04 00:21:46
RTVP:T:22562475,22562475,45,0.0,8074,Superstition Springs,33.408466,-111.70148,89.0,130680.0,0.0,98.0,IN_TRANSIT_TO,38,2025-10-04 00:21:27,2025-10-04 00:21:46
RTVP:T:22563147,22563147,48,0.0,6838,Mesa Riverview,33.40719,-111.9775,359.0,15584.0,6.7056,13.0,IN_TRANSIT_TO,8914,2025-10-04 00:21:36,2025-10-04 00:21:46
RTVP:T:22563150,22563150,48,0.0,6705,Mesa Riverview,33.429245,-111.90517,94.0,51227.0,0.0,33.0,INCOMING_AT,30577,2025-10-04 00:21:16,2025-10-04 00:21:46
RTVP:T:22562214,22562214,48,1.0,2416,Priest+Baseline,33.43054,-111.87447,176.0,52.0,0.0,2.0,IN_TRANSIT_TO,30565,2025-10-04 00:21:20,2025-10-04 00:21:46
RTVP:T:22562212,22562212,48,1.0,6868,Priest+Baseline,33.430756,-111.94881,270.0,30315.0,14.30528,20.0,INCOMING_AT,9565,2025-10-04 00:21:34,2025-10-04 00:21:46
RTVP:T:22562210,22562210,48,1.0,2418,Priest+Baseline,33.379513,-111.96122,36.0,63680.0,0.0,1.0,INCOMING_AT,6288,2025-10-04 00:21:28,2025-10-04 00:21:46
RTVP:T:22787255,22787255,50,1.0,8096,67th Ave+Camelback,33.509663,-112.098145,271.0,34355.0,0.89408,26.0,INCOMING_AT,6442,2025-10-04 00:21:38,2025-10-04 00:21:46
RTVP:T:22787254,22787254,50,1.0,5206,67th Ave+Camelback,33.50949,-112.130714,252.0,44439.0,7.15264,34.0,INCOMING_AT,6448,2025-10-04 00:21:35,2025-10-04 00:21:46
RTVP:T:22787283,22787283,50,0.0,5219,Scottsdale CC,33.50918,-112.059715,74.0,44083.0,4.91744,33.0,INCOMING_AT,250,2025-10-04 00:21:34,2025-10-04 00:21:46
RTVP:T:22787277,22787277,50,0.0,8117,44th St+Camelback,33.509895,-111.999435,90.0,62774.0,8.9408,46.0,INCOMING_AT,261,2025-10-04 00:21:32,2025-10-04 00:21:46
RTVP:T:22787315,22787315,50,1.0,5210,107th Ave+Camelback,33.502346,-111.92919,243.0,20363.0,0.0,14.0,INCOMING_AT,5572,2025-10-04 00:21:28,2025-10-04 00:21:46
RTVP:T:22787314,22787314,50,1.0,5222,107th Ave+Camelback,33.50921,-112.047264,269.0,58063.0,0.0,41.0,INCOMING_AT,5549,2025-10-04 00:21:26,2025-10-04 00:21:46
RTVP:T:22787311,22787311,50,1.0,5152,107th Ave+Camelback,33.509678,-112.09888,271.0,73977.0,0.0,53.0,INCOMING_AT,6442,2025-10-04 00:21:23,2025-10-04 00:21:46
RTVP:T:22787310,22787310,50,1.0,5140,107th Ave+Camelback,33.508785,-112.25488,270.0,122253.0,0.0,85.0,INCOMING_AT,9757,2025-10-04 00:21:27,2025-10-04 00:21:46
RTVP:T:22787309,22787309,50,1.0,5173,107th Ave+Camelback,33.50858,-112.26413,268.0,125118.0,0.44704,86.0,INCOMING_AT,9205,2025-10-04 00:21:40,2025-10-04 00:21:46
RTVP:T:22787224,22787224,50,0.0,5238,Scottsdale CC,33.509438,-112.19557,89.0,28935.0,0.0,21.0,INCOMING_AT,1183,2025-10-04 00:21:35,2025-10-04 00:21:46
RTVP:T:22787226,22787226,50,0.0,8153,Scottsdale CC,33.509457,-112.120476,89.0,52111.0,3.12928,38.0,IN_TRANSIT_TO,1169,2025-10-04 00:21:31,2025-10-04 00:21:46
RTVP:T:22787219,22787219,50,0.0,8088,Scottsdale CC,33.50915,-112.02947,359.0,80228.0,0.0,59.0,INCOMING_AT,257,2025-10-04 00:21:20,2025-10-04 00:21:46
RTVP:T:22787218,22787218,50,0.0,5700,Scottsdale CC,33.512302,-111.88037,84.0,132638.0,0.0,1.0,STOPPED_AT,3044,2025-10-04 00:21:19,2025-10-04 00:21:46
RTVP:T:22803522,22803522,51,0.0,5199,Thunderbird/ASU West,33.487614,-112.16887,20.0,40551.0,8.04672,28.0,INCOMING_AT,2414,2025-10-04 00:21:37,2025-10-04 00:21:46
RTVP:T:22803239,22803239,51,1.0,5178,Baseline Rd+51st Ave,33.609703,-112.164314,181.0,178.0,0.0,2.0,INCOMING_AT,1799,2025-10-04 00:21:35,2025-10-04 00:21:46
RTVP:T:22803225,22803225,51,1.0,5647,Baseline Rd+51st Ave,33.42365,-112.16933,180.0,74114.0,14.30528,50.0,INCOMING_AT,1374,2025-10-04 00:21:36,2025-10-04 00:21:46
RTVP:T:22803233,22803233,51,1.0,5341,Pecos Rd+51st Ave,33.516144,-112.168724,180.0,39862.0,15.19936,26.0,INCOMING_AT,7906,2025-10-04 00:21:31,2025-10-04 00:21:46
RTVP:T:22803220,22803220,51,1.0,5194,Pecos Rd+51st Ave,33.323433,-112.16807,90.0,111452.0,11.176,66.0,IN_TRANSIT_TO,9096,2025-10-04 00:19:17,2025-10-04 00:21:46
RTVP:T:22803514,22803514,51,0.0,5181,Thunderbird/ASU West,33.313396,-112.16069,200.0,17154.0,7.15264,5.0,IN_TRANSIT_TO,9096,2025-10-04 00:21:25,2025-10-04 00:21:46
RTVP:T:22803517,22803517,51,0.0,5189,Thunderbird/ASU West,33.6012,-112.168594,0.0,128853.0,16.54048,,,,2025-10-04 00:17:35,2025-10-04 00:21:46
RTVP:T:22788237,22788237,SR51,1.0,7171,Bell/SR 51,33.4469,-112.09786,359.0,297.0,8.49376,2.0,INCOMING_AT,7846,2025-10-04 00:21:33,2025-10-04 00:21:46
RTVP:T:22788236,22788236,SR51,1.0,7184,Bell/SR 51,33.447075,-112.06494,93.0,13111.0,4.91744,8.0,INCOMING_AT,449,2025-10-04 00:21:42,2025-10-04 00:21:46
RTVP:T:22788235,22788235,SR51,1.0,7301,Bell/SR 51,33.484184,-112.04007,333.0,35590.0,13.4112,10.0,IN_TRANSIT_TO,3572,2025-10-04 00:21:36,2025-10-04 00:21:46
RTVP:T:22788227,22788227,SR51,1.0,7302,Desert Ridge,33.66713,-111.99937,6.0,111245.0,23.24608,12.0,IN_TRANSIT_TO,3139,2025-10-04 00:21:21,2025-10-04 00:21:46
RTVP:T:22785997,22785997,52,1.0,5253,19th Ave+Roeser,33.39939,-112.08194,16.0,31806.0,1.78816,28.0,IN_TRANSIT_TO,6268,2025-10-04 00:21:35,2025-10-04 00:21:46
