stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
7-041,882897,MUIRWOOD DR & ELMWOOD CIR,MUIRWOOD DR & MULQUEENEY ST,37.672333,-121.913555,,,,,,0
7-043,882899,VALLEY TRAILS DR & GETTYSBURG CT,VALLEY TRAILS DR & GETTYSBURG CT N,37.677403,-121.908641,,,,,,0
8-195,882900,PASEO SANTA CRUZ & CAMINO SEGURA,VIA DE LOS MILAGROS & SANTA CRUZ,37.674798,-121.899853,,,,,,0
8-197,882902,LAS POSITAS BLVD & SANTA RITA RD,W LAS POSITAS BLVD & FAIRLANDS DR,37.692158,-121.877567,,,,,,0
8-237,882903,RUBY HILL DR & SANGRO CT,E RUBY HILL DR & SANGRO CT,37.640138,-121.799784,,,,,,0
5-500,882906,WEST DUBLIN BART STATION,0 GOLDEN GATE DR,37.700702,-121.927184,,,,,,0
8-222,882907,GIBRALTER DR & WILLOW RD, Unit EB,37.695761,-121.897372,,,,,,0
8-223,882908,GIBRALTER DR  & WILLOW RD, Unit WB,37.695995,-121.899061,,,,,,0
8-245,882911,RUBY HILL DR & PIEMONTE DR,E RUBY HILL DR,37.646933,-121.80674,,,,,,0
8-243,882913,RUBY HILL DR & PIEMONTE DR,E RUBY HILL DR,37.648244,-121.807664,,,,,,0
6-050,882914,DUBLIN BLVD & FALLON GATEWAY,0 Unit EB & UNNAMED ST,37.706124,-121.852857,,,,,,0
6-049,882916,DUBLIN BLVD & FALLON GATEWAY,0 Unit WB & UNNAMED ST,37.706041,-121.854013,,,,,,0
6-051,882918,FALLON RD & ANTONE WY, Unit NB & ANTONE WAY,37.719193,-121.85915,,,,,,0
6-052,882919,FALLON RD & SIGNAL HILL DR, Unit NB & SIGNAL HILL DR,37.72649,-121.858158,,,,,,0
6-053,882920,FALLON RD & SILVERA RANCH DR, Unit SB & SILVERA RANCH DR,37.732035,-121.866072,,,,,,0
6-054,882921,FALLON RD & SIGNAL HILL DR, Unit SB & SIGNAL HILL DR,37.725755,-121.858511,,,,,,0
6-055,882922,FALLON RD & ANTONE WY, Unit SB & SIGNAL HILL DR,37.720014,-121.859535,,,,,,0
6-406,882923,TASSAJARA RD & BRIDGESTONE CIR, Unit NB & DRIVEWAY,37.723654,-121.871336,,,,,,0
6-407,882924,TASSAJARA RD & QUARRY LANE SCHOOL, Unit NB & DRIVEWAY,37.727659,-121.871261,,,,,,0
6-408,882925,TASSAJARA RD & SILVERA RANCH DR,,37.730552,-121.870963,,,,,,0
6-058,882926,GLEASON DR & MADDEN WY, Unit EB & SILVERA RANCH DR,37.714563,-121.858721,,,,,,0
6-056,882927,FALLON RD & GLEASON DR, Unit SB & GLEASON DR,37.715983,-121.856191,,,,,,0
6-057,882928,2605 CENTRAL PKWY,,37.710162,-121.854821,,,,,,0
6-059,882929,FALLON RD & SILVERA RANCH DR,,37.732502,-121.866313,,,,,,0
8-246,882930,VALLEY AVE & WILD ROSE PL, Unit SB & TRAFFIC CIRCLE,37.654445,-121.89512,,,,,,0
8-247,882931,VALLEY AVE & WILD ROSE PL, Unit NB & Wild Rose PL,37.655666,-121.895818,,,,,,0
6-060,882932,GLEASON DR & GRAFTON ST, Unit WB,37.713644,-121.864391,,,,,,0
1-066,882934,JACK LONDON BLVD & OUTLETS WB,0 W JACK LONDON BLVD,37.697524,-121.845678,,,,,,0
1-067,882935,JACK LONDON BLVD & OUTLETS EB,0 W JACK LONDON BLVD,37.696879,-121.844301,,,,,,0
8-120,882937,WILLOW RD & S GIBRALTER DR, Unit SB & GIBRALTAR DR,37.686823,-121.898539,,,,,,0
8-141,882943,STONERIDGE DR & HACIENDA DR, Unit WB & CONNECTING ROAD,37.691547,-121.896,,,,,,0
6-062,882946,POSITANO PKWY & VALENTANO DR EB,,37.719481,-121.845062,,,,,,0
6-063,882947,POSITANO PKWY & VALENTANO DR WB, Unit EB,37.71974,-121.845215,,,,,,0
6-067,882951,POSITANO PKWY & VINTON AVE EB, Unit EB & SILVERA RANCH DR,37.715957,-121.85045,,,,,,0
6-091,882955,DUBLIN BLVD & CAMPUS DRIVE EB,0 Unit EB & IRON HORSE PKWY,37.706148,-121.896326,,,,,,0
6-092,882956,DUBLIN BLVD & ARNOLD RD, Unit EB & IRON HORSE PKWY,37.706541,-121.894523,,,,,,0
8-214,882957,BORDEAUX ST & BORDEAUX  PL,BORDEAUX ST & BORDEAUX PL,37.655819,-121.851289,,,,,,0
7-201,882959,SPRINGDALE AVE  & MAYWOOD DR NB,,37.686528,-121.921905,,,,,,0
8-215,882960,LAS POSITAS BLVD & BELLEZA LN,W LAS POSITAS BLVD & MAYWOOD DR,37.687724,-121.8862,,,,,,0
8-216,882961,STONERIDGE DR & WILLOW RD EB,STONERIDGE DR & UNNAMED ST,37.691256,-121.897602,,,,,,0
6-093,882962,DUBLIN & ARNOLD EB,DUBLIN BLVD & SYBASE DR,37.706149,-121.891779,,,,,,0
2-120,882963,FIRST ST & INMAN ST,1ST ST & INMAN ST,37.685169,-121.762192,,,,,,0
1-068,882964,JACK LONDON & DISCOVERY EB,W JACK LONDON BLVD & DISCOVERY DR,37.689264,-121.811084,,,,,,0
6-070,882966,GLEASON DR & BRANNIGAN EB,GLEASON DR & BRANNIGAN ST,37.712519,-121.868099,,,,,,0
6-071,882967,GLEASON & BRANNIGAN WB,GLEASON DR,37.712769,-121.867966,,,,,,0
6-072,882968,GLEASON & LOCKHART,GLEASON DR & LOCKHART ST,37.714336,-121.858576,,,,,,0
6-069,882969,GLEASON & GRAFTON EB,GLEASON DR & GLYNNIS ROSE DR,37.713544,-121.862922,,,,,,0
7-258,882970,FALLON & ANTONE WB,ANTONE WAY & FALLON RD,37.718378,-121.860371,,,,,,0
7-259,882971,ANTONE & DUBLIN RANCH WB,ANTONE WAY & N DUBLIN RANCH DR,37.718267,-121.865364,,,,,,0
7-264,882972,DUBLIN RANCH & ROUND HILL WB,N DUBLIN RANCH DR & CEDARCREST TER,37.721246,-121.867808,,,,,,0
7-265,882973,DUBLIN RANCH AND SHADOW HILL WB,N DUBLIN RANCH DR & SHADOW HILL DR,37.719717,-121.870376,,,,,,0
7-050,882974,LIVERMORE AVE & PARK ST WB,N LIVERMORE AVE & PARK ST,37.687258,-121.771202,,,,,,0
7-051,882975,PORTOLA AVE AND LIVERMORE WB,PORTOLA AVE & PARK ST,37.691329,-121.775023,,,,,,0
7-052,882980,N LIVERMORE & PORTOLA AVE,N LIVERMORE AVE & ALVISO PL,37.690429,-121.772985,,,,,,0
7-053,882981,LIVERMORE & WALNUT,N LIVERMORE AVE & WALNUT ST,37.687657,-121.771625,,,,,,0
8-441,882982,STONERIDGE & NEWTON EB,STONERIDGE DR & CASCADE CREEK LN,37.690494,-121.868291,,,,,,0
8-442,882983,STONERIDGE & STONRIDGE CREEK WB,0 STONERIDGE DR,37.695696,-121.85355,,,,,,0
8-443,882984,STONERIDGE & STONRIDGE CREEK  EB,STONERIDGE DR & STONERIDGE CREEK WAY,37.696385,-121.852442,,,,,,0
8-444,882985,STONERIDGE & FALLON WB,0 STONERIDGE DR,37.697246,-121.851667,,,,,,0
8-445,882986,STONERIDGE & FALLON EB,0 STONERIDGE DR,37.697198,-121.850119,,,,,,0
6-073,882989,GLEASON DR & EMERALD GLEN PARK EB,,37.712531,-121.879091,,,,,,0
1-070,882992,JACK LONDON & HAGEMANN WB,0 E JACK LONDON BLVD & ZEPPLIN DR,37.6892,-121.801397,,,,,,0
7-387,882993,PORTOLA & P STREET EB,0 PORTOLA AVE,37.694071,-121.781814,,,,,,0
7-388,882995,PORTOLA & P STREET WB,0 PORTOLA AVE & N P ST,37.694214,-121.781583,,,,,,0
3-055,882996,SOUTH P STREET & FIRST STREET,0 S P ST & UNNAMED ST,37.679763,-121.776213,,,,,,0
1-431,882997,JACK LONDON & HAGEMANN EB,0 E JACK LONDON BLVD & UNNAMED ST,37.68894,-121.800299,,,,,,0
5-111,882999,DUBLIN BLVD & AMADOR PLAZA RD,0 DUBLIN BLVD & AMADOR PLAZA RD,37.704842,-121.927711,,,,,,0
6-094,883001,ALAMEDA COUNTY HOJ,0 HACIENDA DR,37.715163,-121.888053,,,,,,0
4-030,883002,PACIFIC & DOLORES WB,0 PACIFIC AVE,37.676198,-121.75727,,,,,,0
1-013,883003,PORTOLA & CAMPUS HILL WB,0 PORTOLA AVE,37.706869,-121.796169,,,,,,0
1-021,883004,PORTOLA & TRANQUILITY EB,0 PORTOLA AVE,37.705429,-121.7933,,,,,,0
8-050,883026,GIBRALTAR DR & HOPYARD RD EB,0 GIBRALTAR DR & STONERIDGE DR,37.695821,-121.902751,,,,,,0
8-076,883027,WILLOW & STONERIDGE SB,0 WILLOW RD & STONERIDGE DR,37.690914,-121.898468,,,,,,0
8-401,883091,STONERIDGE & BELLEZA EB,0 STONERIDGE DR,37.687954,-121.883676,,,,,,0
6-025,883100,TASSAJARA RD & WALLIS RANCH DR SB,0 TASSAJARA RD & SILVERA RANCH DR,37.729805,-121.87144,,,,,,0
6-031,883103,CENTRAL PKWY & LOCKHART ST  EB,0 CENTRAL PKWY & LOCKHART ST,37.709113,-121.856612,,,,,,0
6-098,883112,COTTONWOOD CREEK SCHOOL,0 UNNAMED ST,37.709571,-121.845671,,,,,,0
8-155,883114,VALLEY AVE & CASE WB,0 Unit SB & SUNOL BLVD,37.650508,-121.885312,,,,,,0
8-080,883115,STANLEY BLVD & VALLEY AVE WB,0 Unit EB & UNNAMED ST,37.670146,-121.85984,,,,,,0
5-301,883118,DUBLIN BLVD & BRIGADOON WY WB,0 Unit NB & BRIGADOON WAY,37.698945,-121.957415,,,,,,0
5-302,883119,DUBLIN BLVD & MARSHALL CANYON DR WB,0 Unit NB & MARSHALL CANYON DR,37.700918,-121.975924,,,,,,0
5-303,883120,DUBLIN BLVD & SCHAEFER HEIGHTS DR WB,0 Unit NB & SCHAEFER HEIGHTS RD,37.704387,-121.98229,,,,,,0
5-304,883121,KELLY CANYON DR & REIMERS WY SB,0 Unit SB & REIMERS WAY,37.70478,-121.979279,,,,,,0
5-305,883122,DUBLIN BLVD & MARSHALL CANYON DR EB,0 Unit NB & MARSHALL CANYON DR,37.700823,-121.976222,,,,,,0
1-071,883123,JACK LONDON & VOYAGER WB,0 W JACK LONDON BLVD & VOYAGER ST,37.689584,-121.809374,,,,,,0
8-156,883124,VALLEY AVE & CASE EB,0 Unit SB & SLIP RD,37.650395,-121.885133,,,,,,0
8-010,883125,STANLEY BLVD AND NEVADA ST,STANLEY BLVD & UNNAMED ST,37.666883,-121.865922,,,,,,0
1-072,883127,JACK LONDON & WOLF HOUSE DRIVE WB,W JACK LONDON BLVD,37.695675,-121.840539,,,,,,0
1-073,883128,JACK LONDON & WOLF HOUSE DRIVE EB,W JACK LONDON BLVD,37.695445,-121.840797,,,,,,0
8-446,883129,LAS POSITAS & PIMLICO WB,W LAS POSITAS BLVD & PIMLICO DR,37.69564,-121.86335,,,,,,0
4-049,883130,DELORES & ARBOR SB,DOLORES ST & ARBOR AVE,37.67935,-121.757176,,,,,,0
5-020,883131,DOUGHERTY RD & CAMP PARKS BLVD,,37.715643,-121.910046,,,,,,0
